TimeStamp,PLC1_InputRegisters_IW0,PLC1_MemoryRegisters_MW0,PLC1_MemoryRegisters_MW1,PLC1_Coils_QX00,PLC1_Coils_QX01,PLC1_Coils_QX02,PLC3_InputRegisters_IW0,PLC3_MemoryRegisters_MW1,PLC3_Coils_QX00,PLC3_Coils_QX02,PLC2_InputRegisters_IW0,PLC2_MemoryRegisters_MW1,PLC2_MemoryRegisters_MW2,PLC2_Coils_QX00
2022-05-03 11:58:14.129,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:58:14.929,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:58:15.730,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:58:16.531,53,40,80,0,0,1,5,10,0,0,10,10,20,1
2022-05-03 11:58:17.331,52,40,80,0,1,1,5,10,0,0,11,10,20,1
2022-05-03 11:58:18.132,50,40,80,0,1,1,5,10,0,0,12,10,20,1
2022-05-03 11:58:18.932,49,40,80,0,1,1,5,10,0,0,12,10,20,1
2022-05-03 11:58:19.733,47,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 11:58:20.534,46,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 11:58:21.335,45,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 11:58:22.135,43,40,80,0,1,1,5,10,0,0,14,10,20,1
2022-05-03 11:58:22.936,42,40,80,0,1,1,5,10,0,0,14,10,20,1
2022-05-03 11:58:23.736,41,40,80,0,1,1,5,10,0,0,15,10,20,1
2022-05-03 11:58:24.539,41,40,80,1,1,1,5,10,0,0,15,10,20,1
2022-05-03 11:58:25.341,41,40,80,1,1,1,5,10,0,0,16,10,20,1
2022-05-03 11:58:26.140,42,40,80,1,1,1,5,10,0,0,16,10,20,1
2022-05-03 11:58:26.940,43,40,80,1,1,1,5,10,0,0,16,10,20,1
2022-05-03 11:58:27.740,43,40,80,1,1,1,5,10,0,0,17,10,20,1
2022-05-03 11:58:28.540,44,40,80,1,1,1,5,10,0,0,17,10,20,1
2022-05-03 11:58:29.341,45,40,80,1,1,1,5,10,0,0,18,10,20,1
2022-05-03 11:58:30.142,46,40,80,1,1,1,5,10,0,0,18,10,20,1
2022-05-03 11:58:30.942,46,40,80,1,1,1,5,10,0,0,19,10,20,1
2022-05-03 11:58:31.743,47,40,80,1,1,1,5,10,0,0,19,10,20,1
2022-05-03 11:58:32.544,47,40,80,1,1,1,5,10,0,0,20,10,20,0
2022-05-03 11:58:33.344,48,40,80,1,1,1,5,10,0,0,20,10,20,0
2022-05-03 11:58:34.145,50,40,80,1,0,0,5,10,0,0,20,10,20,0
2022-05-03 11:58:34.945,52,40,80,1,0,0,5,10,0,0,20,10,20,0
2022-05-03 11:58:35.746,54,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:58:36.546,56,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:58:37.348,58,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:58:38.148,60,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:58:38.949,62,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:58:39.749,64,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:58:40.550,66,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:58:41.350,68,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:58:42.151,70,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:58:42.952,72,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:58:43.752,74,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:58:44.553,76,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:58:45.353,78,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:58:46.154,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:58:46.955,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:58:47.755,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:58:48.556,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:58:49.356,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:58:50.157,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:58:51.058,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:58:51.858,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:58:52.659,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:58:53.460,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:58:54.260,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:58:55.061,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:58:55.862,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:58:56.662,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:58:57.463,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:58:58.264,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:58:59.064,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:58:59.865,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:59:00.665,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:01.466,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:02.267,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:03.067,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:03.868,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:04.668,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:05.470,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:06.270,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:07.070,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:07.871,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:08.672,80,40,80,0,0,0,5,10,0,0,10,10,20,1
2022-05-03 11:59:09.472,79,40,80,0,1,1,5,10,0,0,11,10,20,1
2022-05-03 11:59:10.273,77,40,80,0,1,1,5,10,0,0,11,10,20,1
2022-05-03 11:59:11.074,76,40,80,0,1,1,5,10,0,0,12,10,20,1
2022-05-03 11:59:11.874,74,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 11:59:12.675,72,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 11:59:13.476,70,40,80,0,1,1,5,10,0,0,14,10,20,1
2022-05-03 11:59:14.277,69,40,80,0,1,1,5,10,0,0,15,10,20,1
2022-05-03 11:59:15.077,67,40,80,0,1,1,5,10,0,0,15,10,20,1
2022-05-03 11:59:15.878,65,40,80,0,1,1,5,10,0,0,16,10,20,1
2022-05-03 11:59:16.678,64,40,80,0,1,1,5,10,0,0,17,10,20,1
2022-05-03 11:59:17.479,62,40,80,0,1,1,5,10,0,0,17,10,20,1
2022-05-03 11:59:18.280,60,40,80,0,1,1,5,10,0,0,18,10,20,1
2022-05-03 11:59:19.080,59,40,80,0,1,1,5,10,0,0,18,10,20,1
2022-05-03 11:59:19.881,57,40,80,0,1,1,5,10,0,0,19,10,20,1
2022-05-03 11:59:20.681,56,40,80,0,1,1,5,10,0,0,19,10,20,1
2022-05-03 11:59:21.482,54,40,80,0,1,1,5,10,0,0,20,10,20,0
2022-05-03 11:59:22.283,53,40,80,0,0,0,5,10,0,0,20,10,20,0
2022-05-03 11:59:23.083,53,40,80,0,0,0,5,10,0,0,20,10,20,0
2022-05-03 11:59:23.884,53,40,80,0,0,0,5,10,0,0,20,10,20,0
2022-05-03 11:59:24.685,53,40,80,0,0,0,5,10,0,0,20,10,20,0
2022-05-03 11:59:25.485,53,40,80,0,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:59:26.286,53,40,80,0,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:59:27.089,53,40,80,0,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:59:27.890,53,40,80,0,0,0,5,10,0,0,19,10,20,0
2022-05-03 11:59:28.690,53,40,80,0,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:59:29.489,53,40,80,0,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:59:30.289,53,40,80,0,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:59:31.090,53,40,80,0,0,0,5,10,0,0,18,10,20,0
2022-05-03 11:59:31.891,53,40,80,0,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:59:32.691,53,40,80,0,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:59:33.492,53,40,80,0,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:59:34.292,53,40,80,0,0,0,5,10,0,0,17,10,20,0
2022-05-03 11:59:35.093,53,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:59:35.894,53,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:59:36.695,53,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:59:37.495,53,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:59:38.296,53,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 11:59:39.097,53,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:59:39.897,53,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:59:40.698,53,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:59:41.499,53,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 11:59:42.299,53,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:59:43.100,53,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:59:43.900,53,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:59:44.701,53,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:59:45.502,53,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 11:59:46.302,53,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:59:47.103,53,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:59:47.904,53,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:59:48.704,53,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:59:49.505,53,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 11:59:50.405,53,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:51.206,53,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:52.007,53,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:52.807,53,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:53.608,53,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 11:59:54.408,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:55.209,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:56.010,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:56.811,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:57.611,53,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 11:59:58.412,53,40,80,0,0,0,5,10,0,0,10,10,20,1
2022-05-03 11:59:59.213,52,40,80,0,1,1,5,10,0,0,10,10,20,1
2022-05-03 12:00:00.013,51,40,80,0,1,1,5,10,0,0,11,10,20,1
2022-05-03 12:00:00.814,50,40,80,0,1,1,5,10,0,0,11,10,20,1
2022-05-03 12:00:01.615,48,40,80,0,1,1,5,10,0,0,12,10,20,1
2022-05-03 12:00:02.415,47,40,80,0,1,1,5,10,0,0,12,10,20,1
2022-05-03 12:00:03.216,45,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 12:00:04.016,44,40,80,0,1,1,5,10,0,0,13,10,20,1
2022-05-03 12:00:04.817,43,40,80,0,1,1,5,10,0,0,14,10,20,1
2022-05-03 12:00:05.618,41,40,80,0,1,1,5,10,0,0,14,10,20,1
2022-05-03 12:00:06.418,40,40,80,1,1,1,5,10,0,0,15,10,20,1
2022-05-03 12:00:07.219,41,40,80,1,1,1,5,10,0,0,15,10,20,1
2022-05-03 12:00:08.020,42,40,80,1,1,1,5,10,0,0,15,10,20,1
2022-05-03 12:00:08.820,42,40,80,1,1,1,5,10,0,0,16,10,20,1
2022-05-03 12:00:09.621,43,40,80,1,1,1,5,10,0,0,16,10,20,1
2022-05-03 12:00:10.422,44,40,80,1,1,1,5,10,0,0,17,10,20,1
2022-05-03 12:00:11.222,44,40,80,1,1,1,5,10,0,0,17,10,20,1
2022-05-03 12:00:12.023,45,40,80,1,1,1,5,10,0,0,18,10,20,1
2022-05-03 12:00:12.824,46,40,80,1,1,1,5,10,0,0,18,10,20,1
2022-05-03 12:00:13.624,46,40,80,1,1,1,5,10,0,0,19,10,20,1
2022-05-03 12:00:14.425,47,40,80,1,1,1,5,10,0,0,19,10,20,1
2022-05-03 12:00:15.225,48,40,80,1,1,1,5,10,0,0,19,10,20,1
2022-05-03 12:00:16.026,48,40,80,1,0,0,5,10,0,0,20,10,20,0
2022-05-03 12:00:16.826,50,40,80,1,0,0,5,10,0,0,20,10,20,0
2022-05-03 12:00:17.627,52,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 12:00:18.428,54,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 12:00:19.229,56,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 12:00:20.029,58,40,80,1,0,0,5,10,0,0,19,10,20,0
2022-05-03 12:00:20.829,60,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 12:00:21.630,63,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 12:00:22.431,65,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 12:00:23.232,67,40,80,1,0,0,5,10,0,0,18,10,20,0
2022-05-03 12:00:24.032,69,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 12:00:24.833,71,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 12:00:25.634,73,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 12:00:26.434,75,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 12:00:27.235,77,40,80,1,0,0,5,10,0,0,17,10,20,0
2022-05-03 12:00:28.036,79,40,80,1,0,0,5,10,0,0,16,10,20,0
2022-05-03 12:00:28.836,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 12:00:29.638,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 12:00:30.440,80,40,80,0,0,0,5,10,0,0,16,10,20,0
2022-05-03 12:00:31.240,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 12:00:32.040,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 12:00:32.840,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 12:00:33.641,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 12:00:34.441,80,40,80,0,0,0,5,10,0,0,15,10,20,0
2022-05-03 12:00:35.241,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 12:00:36.042,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 12:00:36.843,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 12:00:37.644,80,40,80,0,0,0,5,10,0,0,14,10,20,0
2022-05-03 12:00:38.444,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 12:00:39.244,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 12:00:40.045,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 12:00:40.846,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 12:00:41.646,80,40,80,0,0,0,5,10,0,0,13,10,20,0
2022-05-03 12:00:42.447,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 12:00:43.248,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 12:00:44.048,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 12:00:44.849,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 12:00:45.650,80,40,80,0,0,0,5,10,0,0,12,10,20,0
2022-05-03 12:00:46.450,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 12:00:47.251,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 12:00:48.052,80,40,80,0,0,0,5,10,0,0,11,10,20,0
2022-05-03 12:00:48.853,80,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:00:49.753,80,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:00:50.554,80,40,80,0,1,1,6,10,0,0,10,10,20,1
2022-05-03 12:00:51.355,79,40,80,0,1,1,6,10,0,0,11,10,20,1
2022-05-03 12:00:52.155,77,40,80,0,1,1,6,10,0,0,12,10,20,1
2022-05-03 12:00:52.955,75,40,80,0,1,1,6,10,0,0,12,10,20,1
2022-05-03 12:00:53.756,73,40,80,0,1,1,6,10,0,0,13,10,20,1
2022-05-03 12:00:54.557,71,40,80,0,1,1,6,10,0,0,14,10,20,1
2022-05-03 12:00:55.357,70,40,80,0,1,1,6,10,0,0,14,10,20,1
2022-05-03 12:00:56.158,68,40,80,0,1,1,6,10,0,0,15,10,20,1
2022-05-03 12:00:56.959,66,40,80,0,1,1,6,10,0,0,16,10,20,1
2022-05-03 12:00:57.759,65,40,80,0,1,1,6,10,0,0,16,10,20,1
2022-05-03 12:00:58.560,63,40,80,0,1,1,6,10,0,0,17,10,20,1
2022-05-03 12:00:59.361,62,40,80,0,1,1,6,10,0,0,17,10,20,1
2022-05-03 12:01:00.161,60,40,80,0,1,1,6,10,0,0,18,10,20,1
2022-05-03 12:01:00.962,58,40,80,0,1,1,6,10,0,0,18,10,20,1
2022-05-03 12:01:01.763,57,40,80,0,1,1,6,10,0,0,19,10,20,1
2022-05-03 12:01:02.563,55,40,80,0,1,1,6,10,0,0,19,10,20,1
2022-05-03 12:01:03.364,54,40,80,0,1,1,6,10,0,0,20,10,20,0
2022-05-03 12:01:04.164,53,40,80,0,0,0,6,10,0,0,20,10,20,0
2022-05-03 12:01:04.965,53,40,80,0,0,0,6,10,0,0,20,10,20,0
2022-05-03 12:01:05.766,53,40,80,0,0,0,6,10,0,0,20,10,20,0
2022-05-03 12:01:06.567,53,40,80,0,0,0,6,10,0,0,20,10,20,0
2022-05-03 12:01:07.367,53,40,80,0,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:01:08.168,53,40,80,0,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:01:08.969,53,40,80,0,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:01:09.769,53,40,80,0,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:01:10.570,53,40,80,0,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:01:11.370,53,40,80,0,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:01:12.171,53,40,80,0,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:01:12.972,53,40,80,0,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:01:13.772,53,40,80,0,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:01:14.573,53,40,80,0,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:01:15.374,53,40,80,0,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:01:16.175,53,40,80,0,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:01:16.975,53,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:01:17.775,53,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:01:18.576,53,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:01:19.376,53,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:01:20.177,53,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:01:20.978,53,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:01:21.778,53,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:01:22.579,53,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:01:23.380,53,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:01:24.181,53,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:01:24.981,53,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:01:25.782,53,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:01:26.583,53,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:01:27.383,53,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:01:28.183,53,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:01:28.984,53,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:01:29.785,53,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:01:30.586,53,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:01:31.386,53,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:01:32.188,53,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:01:32.989,53,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:01:33.789,53,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:01:34.590,53,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:01:35.391,53,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:01:36.190,53,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:01:36.991,53,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:01:37.792,53,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:01:38.592,53,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:01:39.393,53,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:01:40.193,53,40,80,0,0,0,6,10,0,0,10,10,20,1
2022-05-03 12:01:40.994,52,40,80,0,1,1,6,10,0,0,11,10,20,1
2022-05-03 12:01:41.794,50,40,80,0,1,1,6,10,0,0,11,10,20,1
2022-05-03 12:01:42.595,49,40,80,0,1,1,6,10,0,0,12,10,20,1
2022-05-03 12:01:43.396,48,40,80,0,1,1,6,10,0,0,12,10,20,1
2022-05-03 12:01:44.196,46,40,80,0,1,1,6,10,0,0,13,10,20,1
2022-05-03 12:01:44.997,45,40,80,0,1,1,6,10,0,0,13,10,20,1
2022-05-03 12:01:45.798,43,40,80,0,1,1,6,10,0,0,14,10,20,1
2022-05-03 12:01:46.598,42,40,80,0,1,1,6,10,0,0,14,10,20,1
2022-05-03 12:01:47.399,41,40,80,0,1,1,6,10,0,0,14,10,20,1
2022-05-03 12:01:48.200,40,40,80,1,1,1,6,10,0,0,15,10,20,1
2022-05-03 12:01:49.001,41,40,80,1,1,1,6,10,0,0,15,10,20,1
2022-05-03 12:01:49.801,42,40,80,1,1,1,6,10,0,0,16,10,20,1
2022-05-03 12:01:50.602,43,40,80,1,1,1,6,10,0,0,16,10,20,1
2022-05-03 12:01:51.403,43,40,80,1,1,1,6,10,0,0,17,10,20,1
2022-05-03 12:01:52.303,44,40,80,1,1,1,6,10,0,0,17,10,20,1
2022-05-03 12:01:53.104,45,40,80,1,1,1,6,10,0,0,17,10,20,1
2022-05-03 12:01:53.905,45,40,80,1,1,1,6,10,0,0,18,10,20,1
2022-05-03 12:01:54.705,46,40,80,1,1,1,6,10,0,0,18,10,20,1
2022-05-03 12:01:55.505,47,40,80,1,1,1,6,10,0,0,19,10,20,1
2022-05-03 12:01:56.307,47,40,80,1,1,1,6,10,0,0,19,10,20,1
2022-05-03 12:01:57.107,48,40,80,1,1,1,6,10,0,0,20,10,20,0
2022-05-03 12:01:57.908,49,40,80,1,0,0,6,10,0,0,20,10,20,0
2022-05-03 12:01:58.708,51,40,80,1,0,0,6,10,0,0,20,10,20,0
2022-05-03 12:01:59.509,53,40,80,1,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:02:00.309,55,40,80,1,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:02:01.110,57,40,80,1,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:02:01.911,59,40,80,1,0,0,6,10,0,0,19,10,20,0
2022-05-03 12:02:02.711,62,40,80,1,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:02:03.512,64,40,80,1,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:02:04.313,66,40,80,1,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:02:05.113,68,40,80,1,0,0,6,10,0,0,18,10,20,0
2022-05-03 12:02:05.914,70,40,80,1,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:02:06.715,72,40,80,1,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:02:07.515,74,40,80,1,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:02:08.316,76,40,80,1,0,0,6,10,0,0,17,10,20,0
2022-05-03 12:02:09.117,78,40,80,1,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:02:09.917,80,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:02:10.718,80,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:02:11.519,80,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:02:12.319,80,40,80,0,0,0,6,10,0,0,16,10,20,0
2022-05-03 12:02:13.120,80,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:02:13.920,80,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:02:14.721,80,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:02:15.522,80,40,80,0,0,0,6,10,0,0,15,10,20,0
2022-05-03 12:02:16.322,80,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:02:17.123,80,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:02:17.924,80,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:02:18.724,80,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:02:19.525,80,40,80,0,0,0,6,10,0,0,14,10,20,0
2022-05-03 12:02:20.325,80,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:02:21.126,80,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:02:21.927,80,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:02:22.727,80,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:02:23.528,80,40,80,0,0,0,6,10,0,0,13,10,20,0
2022-05-03 12:02:24.328,80,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:02:25.129,80,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:02:25.930,80,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:02:26.731,80,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:02:27.531,80,40,80,0,0,0,6,10,0,0,12,10,20,0
2022-05-03 12:02:28.332,80,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:02:29.132,80,40,80,0,0,0,6,10,0,0,11,10,20,0
2022-05-03 12:02:29.933,80,40,80,0,0,0,6,10,0,0,11,10,20,0
